bookID,title,authors
21330,Fables  Vol. 5: The Mean Seasons,Bill Willingham/Mark Buckingham/Steve Leialoha/Tony Akins/Jimmy Palmiotti
21332,The Choice: A Fable of Free Trade and Protectionism,Russell Roberts/Russ Roberts
21338,Brewer's Dictionary of Phrase and Fable,John Ayto
21341,Jack of Fables  Vol. 1: The (Nearly) Great Escape,Bill Willingham/Matthew Sturges/Tony Akins/Andrew Pepoy
21342,Math Fables,Greg Tang/Heather Cahoon
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni
21348,Aesop's Fables,Aesop/Laura Harris/Laura Gibbs
21352,Icebound,David Axton/Dean Koontz/Paul Michael
21353,Odd Thomas (Odd Thomas #1),Dean Koontz/David Baker
21362,Seize the Night (Moonlight Bay  #2),Dean Koontz/Keith Szarabajka
21365,From the Corner of His Eye,Dean Koontz/Stephen Lang
21370,The Good Guy,Dean Koontz/Richard Ferrrone
21402,Pompeii,Robert   Harris/Michael Cumpsty
21425,3rd Degree,James Patterson/Andrew Gross/Carolyn McCormick
21426,2nd Chance (Women's Murder Club #2),James Patterson/Melissa Leo/Jeremy Piven/Andrew Gross
21430,The Big Bad Wolf,James Patterson/Peter J. Fernandez/Denis O'Hare
21437,Pop Goes the Weasel,James Patterson/Roger Rees/Keith David
21484,The Winds of War (The Henry Family  #1),Herman Wouk
21489,Hollywood Station (Hollywood Station  #1),Joseph Wambaugh
21491,The Choirboys,Joseph Wambaugh
21493,Fire Lover: A True Story,Joseph Wambaugh
21494,Floaters,Joseph Wambaugh
21495,The New Centurions,Joseph Wambaugh
21498,The Black Marble,Joseph Wambaugh
21505,The Secrets of Harry Bright,Joseph Wambaugh
21508,Lines and Shadows,Joseph Wambaugh
21527,Hollywood Tough (Shane Scully  #3),Stephen J. Cannell/Paul Michael/Michael Prichard
21530,Cold Hit (Shane Scully #5),Stephen J. Cannell/Scott Brick
21534,Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),Michael Connelly/Dick Hill
21535,Angels Flight (Harry Bosch  #6),Michael Connelly/Dick Hill
21536,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly/Dick Hill
21538,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly/Len Cariou
21539,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly/Len Cariou
21543,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly/Buck Schirner
21544,The Concrete Blonde (Harry Bosch  #3),Michael Connelly/Dick Hill
21545,The Best American Mystery Stories 2003,Michael Connelly/Otto Penzler
21550,Hundred-Dollar Baby (Spenser  #34),Robert B. Parker/Joe Mantegna
21552,The Spenser Collection: Volume I (Spenser  #27-28),Robert B. Parker/Joe Mantegna
21553,School Days (Spenser  #33),Robert B. Parker/Joe Mantegna
21557,Potshot (Spenser  #28),Robert B. Parker/Joe Mantegna
21581,Chance (Spenser  #23),Robert B. Parker/Burt Reynolds
21608,The Accidental Time Machine,Joe Haldeman
21609,A Separate War and Other Stories,Joe Haldeman/Connie Willis
21611,The Forever War (The Forever War  #1),Joe Haldeman
21613,Worlds Enough and Time (Worlds #3),Joe Haldeman
21615,The Coming,Joe Haldeman
21618,Forever Peace (The Forever War  #2),Joe Haldeman
21621,Dealing in Futures,Joe Haldeman
21624,Study War No More: A Selection of Alternatives,Joe Haldeman/William Nabors/Harry Harrison/Damon Knight/Harlan Ellison/Ben Bova/Poul Anderson/Isaac Asimov/Mack Reynolds/Alec Effinger
21626,Not of Woman Born,Constance Ash/Nina Kiriki Hoffman/Patricia A. McKillip/Walter Jon Williams/Debra Doyle/James D. Macdonald/Kara Dalkey/Michael Armstrong/Richard Parks/Sage Walker/Susan Palwick/William F. Wu/Jack McDevitt/Janni Lee Simner/Robert Silverberg
21629,Worlds Apart (Worlds 2),Joe Haldeman
21638,Train_man  Volume 3 (Train_man),Hidenori Hara/Hitori Nakano
21665,The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler
21671,Mystic River,Dennis Lehane
21673,Mystic River,Dennis Lehane
21682,Coronado: Stories,Dennis Lehane
21683,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane
21685,A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane
21686,Shutter Island,Dennis Lehane
21703,The Best American Mystery Stories 2002,James Ellroy/Otto Penzler/John Biguenet/Michael Connelly/Thomas H. Cook/Sean Doolittle/Brendan DuBois/David Edgerley Gates/Joe Gores/James Grady/Clark Howard/Stuart M. Kaminsky/Joe R. Lansdale/Michael Malone/Annette Meyers/Joyce Carol Oates/Robert B. Parker/F.X. Toole/Daniel Waterman/Scott Wolven/Fred Melton
21704,The Black Dahlia (L.A. Quartet  #1),James Ellroy
21705,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe
21710,Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen
21712,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios
21717,Triptych (Will Trent  #1),Karin Slaughter
21718,Blindsighted (Grant County  #1),Karin Slaughter
21719,Kisscut (Grant County  #2),Karin Slaughter
21720,Beyond Reach (Grant County  #6),Karin Slaughter
21721,A Faint Cold Fear (Grant County  #3),Karin Slaughter
21722,Faithless (Grant County  #5),Karin Slaughter
21723,Like A Charm,Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham
21725,Like a Charm,Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham
21735,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill
21739,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon
21742,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill
21743,Killing Floor (Jack Reacher  #1),Lee Child/Dick Hill
21745,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill
21746,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill
21747,One Shot (Jack Reacher  #9),Lee Child/Dick Hill
21749,Bad Luck and Trouble (Jack Reacher  #11),Lee Child
21751,The Enemy (Jack Reacher  #8),Lee Child
21752,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse
21753,Echo Burning (Jack Reacher  #5),Lee Child
21756,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill
21758,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill
21759,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill
21763,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill
21764,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill
21765,Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.
21766,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant
21767,Blood on the Moon (Lloyd Hopkins  #1),James Ellroy
21768,Blood Moon Over Bengal,Morag McKendrick Pippin
21773,Blood Moon Over Britain,Morag McKendrick Pippin
21776,The Silent Gondoliers,William Goldman
21779,The Season: A Candid Look at Broadway,William Goldman
21782,Heat,William Goldman
21783,Tinsel,William Goldman
21784,William Goldman: Four Screenplays,William Goldman
21787,The Princess Bride,William Goldman
21799,Hype and Glory,William Goldman/P. Gethers
21803,La princesa prometida,William Goldman
21806,Boys and Girls Together,William Goldman
21819,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica
21823,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman
21829,Creepers,David Morrell
21830,The Totem,David Morrell
21832,The League of Night and Fog (Mortalis  #3),David Morrell
21836,Scavenger (Frank Balenger  #2),David Morrell
21837,The Fraternity of the Stone (Mortalis  #2),David Morrell
21838,The Brotherhood of the Rose (Mortalis  #1),David Morrell
21841,The Protector (Cavanaugh #1),David Morrell
21845,Assumed Identity,David Morrell
21848,Double Image,David Morrell
21862,La Cinquième profession,David Morrell
21874,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover
21895,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood
21906,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover
21928,Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges
21930,Black Light (Bob Lee Swagger  #2),Stephen Hunter/Beau Bridges
21931,The Day Before Midnight,Stephen Hunter/Philip Bosco
21932,Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders
21933,Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges
21934,Dirty White Boys,Stephen Hunter/Will Patten
21947,Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas
21969,The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick
21972,Relic (Pendergast #1),Douglas Preston/Lincoln Child
21974,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child
21980,Tyrannosaur Canyon,Douglas Preston/Scott Sowers
21991,Waterworks,E.L. Doctorow/Sam Waterston
21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn
22017,King Icahn,Mark      Stevens/Carol Bloom Stevens
22026,The Sicilian,Mario Puzo
22027,The Dark Arena,Mario Puzo
22028,Omerta,Mario Puzo
22035,Fools Die,Mario Puzo
22036,The Godfather,Mario Puzo/Peter Bart/Robert Thompson
22037,The Fortunate Pilgrim,Mario Puzo
22060,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan
22061,Oasis (On the Road to Perdition  #1),Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan
22063,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty
22065,The London Blitz Murders (Disaster Series  #5),Max Allan Collins
22067,The Last Quarry (Quarry #7),Max Allan Collins
22068,Snake Eyes (CSI: Crime Scene Investigation  #8),Max Allan Collins
22070,A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins/Terry Beatty
22072,The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins
22076,From a Buick 8,Stephen King
22077,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald
22082,Jurassic Park,Michael Crichton
22095,Binary,John Lange
22114,Un train d'or pour la Crimée,Michael Crichton
22120,The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy
22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran
22123,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy
22126,Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky
22127,Crash Proof: How to Profit from the Coming Economic Collapse,Peter D. Schiff/John Downes
22128,Patriots (The Coming Collapse),James Wesley
22133,The World  the Text  and the Critic,Edward W. Said/إدوارد سعيد
22135,Culture and Imperialism,Edward W. Said
22141,La economía Long Tail,Chris Anderson/Federico Villegas Silva Lezama
22146,Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger
22148,Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard
22160,And Then There Were None,Agatha Christie/Hugh Fraser
22163,The Wild Trees: A Story of Passion and Daring,Richard   Preston
22166,The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings
22175,Strange Pilgrims,Gabriel García Márquez
22176,Doce cuentos peregrinos,Gabriel García Márquez
22186,Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar
22188,Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar
22192,All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar
22193,You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar
22195,The Zero,Jess Walter
22196,Zero: The Biography of a Dangerous Idea,Charles Seife
22197,Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani
22198,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook
22199,Year Zero,Jeff Long
22200,Count Zero (Sprawl  #2),William Gibson
22201,Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss
22202,Bravo Two Zero,Andy McNab
22205,This Lullaby,Sarah Dessen
22207,Lullabies for Little Criminals,Heather O'Neill
22208,Hush! A Thai Lullaby,Minfong Ho/Holly Meade
22209,Lullaby Town (Elvis Cole  #3),Robert Crais
22219,The Iliad (SparkNotes Literature Guides),SparkNotes/Homer
22221,The Iliad,Homer
22225,The Princess Bride (Long  Tall Texans  #15),Diana Palmer
22226,The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter
22227,The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery
22229,The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd
22230,Stargirl (Stargirl  #1),Jerry Spinelli
22233,Love  Stargirl (Stargirl  #2),Jerry Spinelli
22235,Stargirl LitPlans on CD,Mary B. Collins
22237,Son of the Mob (Son of the Mob  #1),Gordon Korman
22238,Hollywood Hustle (Son of the Mob  #2),Gordon Korman
22239,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross
22242,El ojo de fuego,Lewis Perdue
22265,Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann
22268,The Soloist,Nicholas Christopher
22277,Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden
22278,Memoirs of a Geisha,Arthur Golden
22283,Survivor,Chuck Palahniuk
22284,Diary,Chuck Palahniuk
22285,Rant,Chuck Palahniuk
22286,Clown Girl,Monica Drake/Chuck Palahniuk
22287,Choke,Chuck Palahniuk
22288,Haunted,Chuck Palahniuk
22289,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk
22292,Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman
22293,Nonfiction,Chuck Palahniuk
22296,Haunted,Chuck Palahniuk
22297,Survivant,Chuck Palahniuk/Freddy Michalski
22298,Fantasmas,Chuck Palahniuk/Javier Calvo
22302,Error humano,Chuck Palahniuk/Javier Calvo
22304,Life After God,Douglas Coupland
22306,City of Glass: Douglas Coupland's Vancouver,Douglas Coupland
22307,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland
22311,All Families Are Psychotic,Douglas Coupland
22312,Shampoo Planet,Douglas Coupland
22321,All Tomorrow's Parties (Bridge  #3),William Gibson
22322,Spook Country (Blue Ant  #2),William Gibson
22323,Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor
22325,Idoru (Bridge #2),William Gibson
22326,Virtual Light (Bridge  #1),William Gibson
22331,Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson
22332,Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,Dani Cavallaro
22337,The Neil Gaiman Audio Collection,Neil Gaiman
22338,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean
22339,Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes
22344,Creatures of the Night,Neil Gaiman/Michael Zulli
22345,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely
22347,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan
22348,The Mystery Play,Grant Morrison/Jon J. Muth
22350,Kid Eternity,Grant Morrison/Duncan Fegredo
22351,New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely
22354,Seven Soldiers of Victory  Volume 1,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart
22355,Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg
22356,The Filth,Grant Morrison/Chris Weston/Gary Erskine
22360,Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna
22362,JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell
22363,Batman: Gothic,Grant Morrison/Klaus Janson
22364,JLA: Earth 2,Grant Morrison/Frank Quitely
22365,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez
22366,Superfolks,Robert  Mayer/Grant Morrison
22373,Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean
22380,JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia
22390,Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes
22392,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri
22394,The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell
22398,The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington
22399,Invisible,Pete Hautman
22401,The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes
22406,The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis
22408,Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress
22409,The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes
22414,The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts
22417,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson
22418,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos
22420,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart
22421,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin
22423,Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos
22424,Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos
22425,Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos
22426,Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky
22431,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing
22434,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene
22436,The Meaning of Relativity (Science Library),Albert Einstein/Brian Greene
22438,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene
22443,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet
22445,Under the Influence: The Disinformation Guide to Drugs,Preston Peet
22448,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick
22459,The Origin of Species,Charles Darwin/Philip Appleman
22460,Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,Albert Jack/Ann Page
22461,The Origin of Species,Charles Darwin/Julian Huxley
22463,The Origin of Species,Charles Darwin
22470,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels
22472,Discourse on the Origin of Inequality,Jean-Jacques Rousseau
22473,On the Origins of War and the Preservation of Peace,Donald Kagan
22474,The Origins of Totalitarianism,Hannah Arendt
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes
22482,Final Fantasy Origins - Official Strategy Guide,Casey Loe/Laura Parkinson
22483,Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World,Barrington Moore Jr./James C. Scott/Edward Friedman
22485,Smithsonian Intimate Guide to Human Origins,Carl Zimmer
22486,Economic Origins of Dictatorship and Democracy,Daron Acemoğlu/James A. Robinson
22489,"African Origins of the Major ""Western Religions""",Yosef A.A. Ben-Jochannan
22493,The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris
22495,The Origin of the Bible,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer
22499,Country of Origin,Don  Lee
22508,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn
22514,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel
22515,The Gospel According to the Beatles,Steve Turner
22538,JPod,Douglas Coupland
22539,Hairstyles of the Damned,Joe Meno
22541,Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars,Neil deGrasse Tyson/Stephen Tyson
22542,Merlin's Tour of the Universe,Neil deGrasse Tyson
22543,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson
22547,Tales from the Dark Tower,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik
22549,The Dark Tower (The Dark Tower #7),Stephen King
22550,The Gunslinger,Stephen King
22553,Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida
22554,Gunslinger,Ed Dorn
22557,Wasteland of Flint,Thomas Harlan
22559,Cities in Dust (Wasteland #1),Antony Johnston/Christopher Mitten
22562,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks/Gordon Hendricks
22575,Sit  Walk  Stand,Watchman Nee
22576,Prayers for the Assassin (Assassin Trilogy #1),Robert Ferrigno
22580,Voices From the Street,Philip K. Dick
22583,The Minority Report: 18 Classic Stories,Philip K. Dick/James Tiptree Jr.
22584,Flow My Tears  the Policeman Said,Philip K. Dick
22586,The Crack in Space,Philip K. Dick
22590,Ubik,Philip K. Dick/David Alabort/Manuel Espín
22591,The Best of Philip K. Dick,Philip K. Dick/John Brunner
22595,Vulcan's Hammer,Philip K. Dick
22602,Carly's Sound,Ali Vali
22616,The System of Objects,Jean Baudrillard/James Benedict
22618,The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner
22620,Introducing Baudrillard,Chris Horrocks/Zoran Jevtić
22623,Existentialism and Human Emotions,Jean-Paul Sartre
22624,Nausea,Jean-Paul Sartre/James  Wood/Robert Baldick
22626,From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine
22632,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper
22633,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Jane Robins
22649,Bookends,Jane Green
22656,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Jane Green
22669,Open House,Elizabeth Berg
22677,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis
22680,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis
22681,Line Of Vision,David Ellis
22686,The Other Woman,Jane Green
22687,No Other Woman (No Other  #2),Shannon Drake
22690,The Other Woman (Dundee  Idaho  #7),Brenda Novak
22691,The Other Woman,Ann  O'Leary
22697,Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth
22715,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi
22718,Pusteblume,Marian Keyes
22724,¿Quién te lo ha contado?,Marian Keyes
22725,Une vie de rêve,Marian Keyes
22726,Por los pelos,Marian Keyes
22727,Under the Duvet,Marian Keyes
22733,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes
22736,Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly
22739,Le Club de la dernière chance,Marian Keyes
22741,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi
22743,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes
22745,Auszeit für Engel Walsh Family  #3),Marian Keyes
22763,Open House,Elizabeth Berg
22774,Slightly Settled (Slightly  #2),Wendy Markham
22784,犬夜叉 8,Rumiko Takahashi
22786,犬夜叉 7,Rumiko Takahashi
22789,犬夜叉 24,Rumiko Takahashi
22799,犬夜叉 28,Rumiko Takahashi
22801,犬夜叉 4,Rumiko Takahashi
22802,犬夜叉 22,Rumiko Takahashi
22803,犬夜叉 26,Rumiko Takahashi
22804,犬夜叉 12,Rumiko Takahashi
22805,犬夜叉 17,Rumiko Takahashi
22807,犬夜叉 14,Rumiko Takahashi
22816,犬夜叉 10,Rumiko Takahashi
22817,犬夜叉 1,Rumiko Takahashi
22820,犬夜叉  27,Rumiko Takahashi
22821,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi
22822,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi
22826,Lamu: Urusei Yatsura  3,Rumiko Takahashi
22831,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi
22832,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi
22834,らんま½ 12,Rumiko Takahashi
22835,Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi
22861,Your and My Secret  Vol. 1,Ai Morinaga
22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson
22868,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson
22871,The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson
22874,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson
22875,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson
22877,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson
22883,Pretty Face  Vol. 1,Yasuhiro Kano
22885,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker
22888,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler
22889,Skylight Confessions,Alice Hoffman
22892,The Foretelling,Alice Hoffman
22893,Incantation,Alice Hoffman
22896,Practical Magic (Practical Magic #1),Alice Hoffman
22898,The Probable Future,Alice Hoffman
